keyword,company_name,vertical,reporting_status,storage_status,future_offer_potential,detections,stations,website,phone,first_seen,last_seen,sample_offer,source_fields,notes
nfcc,NFCC,unknown_general_review,store_only,keep_active,low,1,wibc-fm-931,nfcc.org/slash-your-side,8338377698,1781832101.5409133,1781832101.5409133,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
berna,BERNA,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,berna.com,,1781831983.9906502,1781831983.9906502,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
fortify fitpro,Fortify FitPro,other,store_only,keep_active,low,1,whbo-1040,,,1781831072.246804,1781831072.246804,stimulant-free fitness supplement,company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
"empower home team, keller williams, orchard","empower home team, Keller Williams, Orchard",unknown_general_review,store_only,keep_active,low,1,ktrh-am-740,ehhoustonhasthebuyers.com,8554777653,1781828864.0346417,1781828864.0346417,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
super sure insurance agency,Super Sure Insurance Agency,insurance,report_now,keep_active,medium,1,woai-am-1200,super sure.com,,1781828352.0772498,1781828352.0772498,business insurance and employee benefits with year-round support,company_name + websites + offers,Financial vertical: insurance. 1 detections across radio.
state farm insurance,State Farm Insurance,insurance,report_now,keep_active,medium,1,wsb-am-750,,,1781827999.9167461,1781827999.9167461,,company_name,Financial vertical: insurance. 1 detections across radio.
ziprecruiter,Ziprecruiter,jobs_recruiting,store_only,keep_active,low,1,woai-am-1200,ziprecruiter.com/slash-jesse,,1781827140.2985857,1781827140.2985857,free trial for job candidates,company_name + websites + offers,Non-financial (jobs_recruiting). 1 detections. Archived for future offers.
"peach state hardwood floors, advanced hair","Peach State Hardwood Floors, Advanced Hair",home_service,store_only,keep_active,low,1,wsb-am-750,"peachstatehardwood.com, advancedhair.com",4706604247,1781827054.2322228,1781827054.2322228,"$1,000 off floor replacement with 12 months financing at 0%, $500 off after consultation",company_name + websites + offers,Non-financial (home_service). 1 detections. Archived for future offers.
loan pronto,Loan Pronto,debt_relief,report_now,keep_active,medium,1,wwtn-fm-997,,,1781826630.82327,1781826630.82327,rapid equity loan for home improvement and debt consolidation,company_name + offers,Financial vertical: debt_relief. 1 detections across radio.
"good trash, fannix garden center, davis law firm","Good Trash, Fannix Garden Center, Davis Law Firm",legal_financial,report_now,keep_active,low,1,woai-am-1200,"goodtrash.com, fannixnursery.com",21020144164444444,1781826525.1745226,1781826525.1745226,,company_name + websites,Financial vertical: legal_financial. 1 detections across radio.
greatly,Greatly,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,dewinny-equipment.com,,1781825657.5372386,1781825657.5372386,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
cumulastigital,Cumulastigital,unknown_general_review,store_only,keep_active,low,1,kabc-am-790,cumulastigital.com,,1781825637.5334318,1781825637.5334318,full digital strategy for businesses,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
sullivan's,Sullivan's,other,store_only,keep_active,low,1,wibc-fm-931,,,1781825380.5611556,1781825380.5611556,,company_name,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
knig equipment,Knig Equipment,unknown_general_review,store_only,keep_active,low,1,wibc-fm-931,knigequipment.com,,1781823360.4485292,1781823360.4485292,tractor packages with financing options,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
"audian hearing, choice men's health","Audian Hearing, Choice Men's Health",medical_non_financing,store_only,keep_active,low,1,wsb-am-750,"audianhearing.com, choicemenshealth.com",,1781822905.9377897,1781822905.9377897,"affordable hearing aids, ED/PE treatment",company_name + websites + offers,Non-financial (medical_non_financing). 1 detections. Archived for future offers.
wright's gourmet,Wright's Gourmet,unknown_general_review,store_only,keep_active,low,1,whbo-1040,,7275871040,1781821515.6961806,1781821515.6961806,,company_name,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
"davis law firm, thomas j. henry, san antonio rvs","Davis Law Firm, Thomas J. Henry, San Antonio RVs",legal_financial,report_now,keep_active,low,1,woai-am-1200,,,1781821244.2968829,1781821244.2968829,,company_name,Financial vertical: legal_financial. 1 detections across radio.
atlas foundation repair,Atlas Foundation Repair,nonprofit,store_only,keep_active,low,1,ktrh-am-740,atlasfoundation.net,7139238888,1781821143.3455255,1781821143.3455255,"free estimate, foundation repair services",company_name + websites + offers,Non-financial (nonprofit). 1 detections. Archived for future offers.
staples,Staples,other,store_only,keep_active,low,1,wibc-fm-931,,,1781820921.507277,1781820921.507277,"Party City balloons, decorations, and tableware",company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
allstate north american insurance company and affiliates,Allstate North American Insurance Company and Affiliates,insurance,report_now,keep_active,medium,1,wibc-fm-931,,,1781819740.434533,1781819740.434533,save on car insurance,company_name + offers,Financial vertical: insurance. 1 detections across radio.
"ledger, ethos, wesley financial group","Ledger, Ethos, Wesley Financial Group",unknown_financial_review,manual_review,keep_active,low,1,woai-am-1200,"ledger.com/slash-spurs, ethos.com/slash-save, wesleyfinancialgroup.com",,1781819688.8081133,1781819688.8081133,"life insurance quote, crypto and digital identity protection",company_name + websites + offers,Non-financial (unknown_financial_review). 1 detections. Archived for future offers.
cordell & cordell,Cordell & Cordell,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,cordellcordell.com,,1781819600.8159678,1781819600.8159678,family law consultation,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
planet ford,Planet Ford,unknown_general_review,store_only,keep_active,low,1,ktrh-am-740,planetford.com,,1781819586.7238424,1781819586.7238424,,company_name + websites,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
advent sleep solutions,Advent Sleep Solutions,unknown_general_review,store_only,keep_active,low,1,wibc-fm-931,adventsleepbetter.com,,1781808550.0139866,1781808550.0139866,comprehensive care for snoring and sleep apnea,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
lensseek,LensSeek,unknown_general_review,store_only,keep_active,low,1,klif-am-570,lensseek.com,,1781807429.5777462,1781807429.5777462,AI-driven funding options up to $5 million in as fast as 24 hours,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
get a tax lawyer,Get a Tax Lawyer,legal_financial,report_now,keep_active,low,1,wibc-fm-931,,8007453070,1781807123.1339462,1781807123.1339462,,company_name,Financial vertical: legal_financial. 1 detections across radio.
markzpane real estate,Markzpane Real Estate,unknown_general_review,store_only,keep_active,low,1,wsb-am-750,markzpane.com,,1781807003.6114562,1781807003.6114562,guaranteed home offer,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
billsappin,BillSappin,saas_b2b,store_only,keep_active,low,1,kabc-am-790,billsappin.com,,1781806875.1526847,1781806875.1526847,extra cash,company_name + websites + offers,Non-financial (saas_b2b). 1 detections. Archived for future offers.
octopus energy,Octopus Energy,unknown_general_review,store_only,keep_active,low,1,ktrh-am-740,octopusenergy.com,,1781805952.543466,1781805952.543466,save on electricity bills,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
ocran floors,Ocran Floors,unknown_general_review,store_only,keep_active,low,1,woai-am-1200,,2277387,1781805868.4252918,1781805868.4252918,free estimates and lifetime labor warranty,company_name + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
lauren michael's real estate partners,Lauren Michael's real estate partners,unknown_general_review,store_only,keep_active,low,1,whbo-1040,,7272988888,1781803147.2482247,1781803147.2482247,free property analysis,company_name + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
mark deedle realty,Mark Deedle Realty,other,store_only,keep_active,low,1,wibc-fm-931,,,1781803142.618369,1781803142.618369,guaranteed home sale or buyback,company_name + offers,Low-confidence detection. May be parsing noise. Non-financial (other). 1 detections. Archived for future offers.
ascension island mint,Ascension Island Mint,unknown_general_review,store_only,keep_active,low,1,wibc-fm-931,,8002121313,1781801797.6649194,1781801797.6649194,limited-time gold coin offer,company_name + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
rj's autobody plus,RJ's Autobody Plus,unknown_general_review,store_only,keep_active,low,1,wsb-am-750,,7709555020,1781800477.872309,1781800477.872309,,company_name,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
ben hill renovations,Ben Hill Renovations,unknown_general_review,store_only,keep_active,low,1,wsb-am-750,bhrenovations.com,,1781800304.3989549,1781800304.3989549,free design consultation for deck renovation,company_name + websites + offers,"Legitimate company, non-financial. Optional review. Non-financial (other). 1 detections. Archived for future offers."
